category,text
negative,"CRISPR / Cas9-based mutation reveals Argonaute 1 is essential for pigmentation in Ostrinia furnacalis. Ostrinia furnacalis (Lepidoptera: Pyralidae) is one of the most destructive agricultural pests in Asia. Traditional pest-management methods include sex pheromone capture, transgenic crops that produce Bacillus thuringiensis toxin, and pesticides. Although these strategies control pest populations effectively, they also cause negative side effects, including dramatically increased pesticide resistance, severe pollution, and hazards for human health. Recently developed genome editing tools provide new prospects for pest management and have been successfully used in several species. However, few examples have been reported in the agricultural pest O. furnacalis due to a lack in genomic information. In this report, we identified only one transcript of O. furnacalis Argonaute 1 (OfAgo1) gene from the genome and cloned the open reading frame. OfAgo1 presented the maximum expression at the embryo stage or in the fat body during the larval stages. To understand its function, an OfAgo1 mutant was constructed using the Clustered Regularly Interspaced Short Palindromic Repeat / RNA-guided Cas9 nuclease (CRISPR / Cas9). Mutagenesis of OfAgo1 disrupted cuticle pigmentation by down-regulating micro RNAs and pigmentation-related genes. This is the first report for the cloning and functional analysis of OfAgo1, revealing a role of OfAgo1 in cuticle pigmentation. The current report also established a CRISPR / Cas9 system in O. furnacalis, providing a new insight for pest management. "
negative,"Intrinsic bent DNA sites in the developmentally amplified C3-22 gene promoter of Rhynchosciara americana (Diptera: Sciaridae). The Rhynchosciara americana C3-22 gene is located in an amplified domain and is developmentally expressed. The aim of the present work was to identify intrinsically bent DNA sites in a segment containing the gene promoter and downstream sequence. The results indicated that this gene is flanked by intrinsically bent DNA sites. Three bent DNA sites (b(-3), b(-2), and b(-1)) were localized in the promoter, and one was localized downstream of the gene (b(+1)). These sites had helical parameters that confirmed the curved structure, as well as segments with left-handed superhelical writhe. In silico analysis of the promoters of four other insect genes, which encode secreted polypeptides, showed that they all had curved structures and similar helical parameters. Correlation with other results indicates that the detected intrinsically bent DNA sites that flank the C3-22 gene might be a consensus feature of the gene structure in the amplified domains. "
positive,"Apoptosis-mediated vasa down-regulation controls developmental transformation in Japanese Copidosoma floridanum female soldiers. Copidosoma floridanum is a polyembryonic, caste-forming, wasp species. The ratio of investment in different castes changes with environmental stressors (e.g. multi-parasitism with competitors). The vasa gene was first identified in Drosophila melanogaster as a germ-cell-determining factor, and C. floridanum vasa (Cf-vas) gene positive cells have been known to develop into reproductive larvae. Cf-vas seems to control the ratio of investment in C. floridanum larval castes. In this study, we identified environmental factors that control Cf-vas mRNA expression in Japanese C. floridanum by examining Cf-vas mRNA expression under competitor (Meteorus pulchricornis) venom stress; we treated the male and female morulae with M. pulchricornis venom. We also assessed the effects of multi-parasitism of Japanese C. floridanum with M. pulchricornis and found an increasing number of female soldier larvae. The results showed that several amino acid sequences differ between the Japanese and US Cf-vas. Quantitative reverse transcription polymerase chain reaction (qRT-PCR) showed that Japanese Cf-vas mRNA is expressed in both male and female larvae and pupae, but mRNA expression decreases in adults. Cf-vas mRNA expression significantly decreased, while C. floridanum dronc (Cf-dronc) mRNA expression increased, in female morulae after M. pulchricornis venom treatment at 20 h and 0 h of the culture period, respectively. Females and males showed different Cf-vas or Cf-dronc mRNA expression after M. pulchricornis venom treatment. Therefore, M. pulchricornis venom could affect the ratio of investment in different female castes of Japanese C. floridanum by decreasing Cf-vas mRNA expression via apoptosis. "
negative,"Characterization of the multicopper oxidase gene family in Anopheles gambiae. The multicopper oxidase (MCO) family of enzymes includes laccases, which oxidize a broad range of substrates including diphenols, and several oxidases with specific substrates such as iron, copper or ascorbic acid. We have identified five putative MCO genes in the genome of Anopheles gambiae and have cloned cDNAs encompassing the full coding region for each gene. MCO1 mRNA was detected in all developmental stages and in all of the larval and adult tissues tested. We observed an increase in MCO1 transcript abundance in the midguts and Malphighian tubules of adult females following a blood meal and in adult abdominal carcasses in response to an immune challenge. Two alternatively spliced isoforms of MCO2 mRNA were identified. The A isoform of MCO2 was previously detected in larval and pupal cuticle where it probably catalyzes sclerotization reactions (He, N., Botelho, J.M.C., McNall, R.J., Belozerov, V., Dunn, W.A., Mize, T., Orlando, R., Willis, J.H., 2007. Proteomic analysis of cast cuticles from Anopheles gambiae by tandem mass spectrometry. Insect Biochem. Mol. Biol. 37, 135-146). The B isoform was transcriptionally upregulated in ovaries in response to a blood meal. MCO3 mRNA was detected in the adult midgut, Malpighian tubules, and male reproductive tissues; like MCO1, it was upregulated in response to an immune challenge or a blood meal. MCO4 and MCO5 were observed primarily in eggs and in the abdominal carcass of larvae. A phylogenetic analysis of insect MCO genes identified putative orthologs of MCO1 and MCO2 in all of the insect genomes tested, whereas MCO3, MCO4 and MCO5 were found only in the two mosquito species analyzed. MCO2 orthologs have especially high sequence similarity, suggesting that they are under strong purifying selection; the A isoforms are more conserved than the B isoforms. The mosquito specific group shares a common ancestor with MCO2. This initial study of mosquito MCOs suggests that MCO2 may be required for egg development or eggshell tanning in addition to cuticle tanning, while MCO1 and MCO3 may be involved in metal metabolism or immunity. "
negative,"Enzymatic characterization of a trypsin-like serine protease encoded by the genome of cell fusing agent virus. Cell fusing agent virus (CFAV) is a positive strand RNA insect virus first isolated from a mosquito cell line. Based on viral morphology, phenotypic and phylogenetic studies, CFAV had been tentatively assigned to the genus Flavivirus (family Flaviviridae). The determination of the CFAV polyprotein complete sequence showed a putative serine protease domain analogue to the flaviviral NS2B / NS3 complex. This complex had been extensively studied, because it represented one of the main targets for antiflavivirus therapy development. We report herein the biochemical characterization of CFAV DeltaNS2B-NS3pro protease complex. CFAV polyprotein sequence was computationally analysed to identify the amino-acid regions involved in protease activity. We designed, expressed and purified a catalytically active protease whose enzymatic properties were determined using fluorogenic substrates. Our results showed that, despite the low level of conservation of its amino-acid sequence, CFAV protease exhibited physico-chemical properties of other flaviviruses (high pH value requirement for optimal activity, inhibition by salt and preference for substrates featuring a basic residue at P(1) position). "
positive,"MicroRNA and dsRNA targeting chitin synthase A reveal a great potential for pest management of the hemipteran insect Nilaparvata lugens. BACKGROUND: Two RNA silencing pathways in insects are known to exist that are mediated by short interfering RNAs (siRNAs) and microRNAs (miRNAs), which have been hypothesised to be promising methods for insect pest control. However, a comparison between miRNA and siRNA in pest control is still unavailable, particularly in targeting chitin synthase gene A (CHSA). RESULTS: The dsRNA for Nilaparvata lugens CHSA (dsNlCHSA) and the microR-2703 (miR-2703) mimic targeting NlCHSA delivered via feeding affected the development of nymphs, reduced their chitin content and led to lethal phenotypes. The protein level of NlCHSA was downregulated after female adults were injected with dsNlCHSA or the miR-2703 mimic, but there were no significant differences in vitellogenin (NlVg) expression or in total oviposition relative to the control group. However, 90.68 and 46.13% of the eggs laid by the females injected with dsNlCHSA and miR-2703 mimic were unable to hatch, respectively. In addition, a second-generation miRNA and RNAi effect on N. lugens was observed. CONCLUSION: Ingested miR-2703 seems to be a good option for killing N. lugens nymphs, while NlCHSA may be a promising target for RNAi-based pest management. These findings provide important evidence for applications of small non-coding RNAs (snRNAs) in insect pest management. © 2016 Society of Chemical Industry. "
negative,"The Malpighian tubule: rapid insights from post-genomic biology. Good osmoregulation is critical to the success of insects, and the Malpighian tubules play a key role in osmoregulation. Recently, the application of genetics and genomics to the Drosophila tubule has revealed far more extensive roles than ion and water transport. Microarray analysis shows that organic solute transporters dominate the tubule transcriptome. The tubule thus has the capability to excrete actively the broadest range of organic solutes and xenobiotics. Such transporters can produce unexpected, emergent roles for the whole tissue; e.g. the tubule is highly resistant to ouabain not because the Na+, K+ ATPase is unimportant, but because it co-localises with a potent alkaloid excretory mechanism. Reinforcing this role in excretion, the tubule expresses very high levels of a particular cytochrome P450s, glutathione-S-transferases and alcohol dehydrogenases which suggest that the tubule plays a major role in metabolism and detoxification of both endogenous solutes and xenobiotics, such as insecticides. Additionally, the tubule plays a significant role in immunity; tubules are capable of sensing bacterial challenge, and mounting an effective killing response by secretion of antimicrobial peptides, entirely independent of the fat body, the canonical immune tissue. The tubule has also proved to be a good model for some human renal disease, and to act as an organotypic 'testbed' for mammalian genes. The tubule can thus bask in a greatly enhanced reputation as a key tissue for an unexpectedly wide range of functions in the insect. "
negative,"The complete mitochondrial genome of Thitarodes sejilaensis (Lepidoptera: Hepialidae), a host insect of Ophiocordyceps sinensis and its implication in taxonomic revision of Hepialus adopted in China. The mitochondrial genome is widely used for phylogenetic analyses and evolutionary biology. The complete mitochondrial genome of Thitarodes sejilaensis (Lepidoptera: Hepialidae) was sequenced and analyzed in this study. This mitogenome is a typical circular molecule of 15,290bp, with the gene content, orientation and order identical to other insects in the family Hepialidae. The genome nucleotide composition is heavily biased towards As and Ts, accounting for 80.87% of total nucleotide content. The major strand shows a positive AT-skew and negative GC-skew. All 13 protein-coding genes (PCG) are initiated by the canonical putative start codons ATN, except for COI and ND1 that use the initiation codons CGA and TTG, respectively. Nine PCGs share the complete termination codons TAA, while the remaining PCGs use an incomplete termination codon T. Additionally, the codon distribution and Relative Synonymous Codon Usage of all PCGs in the T. sejilaensis mitogenome are consistent with other Hepialidae mitogenomes. Among 22 transfer RNAs, 21 have the typical clover-leaf structure, while tRNASer(AGN) does not possess the dihydrouridine (DHU) arm and could not form a stable stem-loop structure. The secondary structures of 2 ribosomal RNA genes broadly conform to the proposed models of these genes documented in other lepidopteran insects. T. sejilaensis AT-rich region exhibits three repetitive sequences of 118bp. Other regions contain 22-bp overlapping nucleotides and 72-bp intergenic nucleotides. The phylogenetic relationships were constructed by two datasets, the amino acid sequence derived from protein-coding genes and the nucleotide sequence of 13 PCGs and 2 rRNAs. Using Maximum Likelihood (ML), we reconstructed a phylogenetic tree which supported a more primitive taxa of Hepialoidea within Lepidoptera. Moreover, according to comparisons based on the CytB sequences and morphological characteristic, Hepialus species reported in China should be revised. Our taxonomic recommendations include assigning these species to the following genera: Thitarodes, Ahamus, Hepialus and Parahepialus. "
negative,"Identification of spontaneous mutation for broad-spectrum brown planthopper resistance in a large, long-term fast neutron mutagenized rice population. BACKGROUND: The development of rice varieties with broad-spectrum resistance to insect pests is the most promising approach for controlling a fast evolving insect pest such as the brown planthopper (BPH). To cope with rapid evolution, discovering new sources of broad-spectrum resistance genes is the ultimate goal. RESULTS: We used a forward genetics approach to identify BPH resistance genes in rice (Oryza sativa L.) using double digest restriction site-associated DNA sequencing (ddRADseq) for quantitative trait loci (QTL)-seq of the backcross inbred lines (BILs) derived from a cross between the BPH-susceptible cultivar KDML105 and BPH-resistant cultivar Rathu Heenati (RH). Two major genomic regions, located between 5.78-7.78 Mb (QBPH4.1) and 15.22-17.22 Mb (QBPH4.2) on rice chromosome 4, showed association with BPH resistance in both pooled BILs and individual highly resistant and susceptible BILs. The two most significant candidate resistance genes located within the QBPH4.1 and QBPH4.2 windows were lectin receptor kinase 3 (OsLecRK3) and sesquiterpene synthase 2 (OsSTPS2), respectively. Functional markers identified in these two genes were used for reverse screening 9323 lines of the fast neutron (FN)-mutagenized population developed from the BPH-susceptible, purple-pigmented, indica cultivar Jao Hom Nin (JHN). Nineteen FN-mutagenized lines (0.24%) carried mutations in the OsLecRK3 and / or OsSTPS2 gene. Among these mutant lines, only one highly resistant line (JHN4) and three moderately resistant lines (JHN09962, JHN12005, and JHN19525) were identified using three active, local BPH populations. The 19 mutant lines together with three randomly selected mutant lines, which did not harbor mutations in the two target genes, were screened further for mutations in six known BPH resistance genes including BPH9, BPH14, BPH18, BPH26, BPH29, and BPH32. Multiple single nucleotide polymorphisms (SNPs) and insertion-deletion (Indel) mutations were identified, which formed gene-specific haplotype patterns (HPs) essential for broad-spectrum resistance to BPH in both BILs and JHN mutant populations. CONCLUSION: On the one hand, HPs of OsLekRK2-3, OsSTPS2, and BPH32 determined broad-spectrum resistance to BPH among RH-derived BILs. On the other hand, in the JHN mutant population, BPH9 together with seven significant genes on chromosome 4 played a crucial role in BPH resistance. "
negative,"Genome, transcriptome and methylome sequencing of a primitively eusocial wasp reveal a greatly reduced DNA methylation system in a social insect. Comparative genomics of social insects has been intensely pursued in recent years with the goal of providing insights into the evolution of social behaviour and its underlying genomic and epigenomic basis. However, the comparative approach has been hampered by a paucity of data on some of the most informative social forms (e.g. incipiently and primitively social) and taxa (especially members of the wasp family Vespidae) for studying social evolution. Here, we provide a draft genome of the primitively eusocial model insect Polistes dominula, accompanied by analysis of caste-related transcriptome and methylome sequence data for adult queens and workers. Polistes dominula possesses a fairly typical hymenopteran genome, but shows very low genomewide GC content and some evidence of reduced genome size. We found numerous caste-related differences in gene expression, with evidence that both conserved and novel genes are related to caste differences. Most strikingly, these -omics data reveal a major reduction in one of the major epigenetic mechanisms that has been previously suggested to be important for caste differences in social insects: DNA methylation. Along with a conspicuous loss of a key gene associated with environmentally responsive DNA methylation (the de novo DNA methyltransferase Dnmt3), these wasps have greatly reduced genomewide methylation to almost zero. In addition to providing a valuable resource for comparative analysis of social insect evolution, our integrative -omics data for this important behavioural and evolutionary model system call into question the general importance of DNA methylation in caste differences and evolution in social insects. "
negative,"Biodiversity of active and inactive bacteria in the gut flora of wood-feeding huhu beetle larvae (Prionoplus reticularis). Huhu grubs (Prionoplus reticularis) are wood-feeding beetle larvae endemic to New Zealand and belonging to the family Cerambycidae. Compared to the wood-feeding lower termites, very little is known about the diversity and activity of microorganisms associated with xylophagous cerambycid larvae. To address this, we used pyrosequencing to evaluate the diversity of metabolically active and inactive bacteria in the huhu larval gut. Our estimate, that the gut harbors at least 1,800 phylotypes, is based on 33,420 sequences amplified from genomic DNA and reverse-transcribed RNA. Analysis of genomic DNA- and RNA-derived data sets revealed that 71% of all phylotypes (representing 95% of all sequences) were metabolically active. Rare phylotypes contributed considerably to the richness of the community and were also largely metabolically active, indicating their participation in digestive processes in the gut. The dominant families in the active community (RNA data set) included Acidobacteriaceae (24.3%), Xanthomonadaceae (16.7%), Acetobacteraceae (15.8%), Burkholderiaceae (8.7%), and Enterobacteriaceae (4.1%). The most abundant phylotype comprised 14% of the active community and affiliated with Dyella ginsengisoli (Gammaproteobacteria), suggesting that a Dyella-related organism is a likely symbiont. This study provides new information on the diversity and activity of gut-associated microorganisms that are essential for the digestion of the nutritionally poor diet consumed by wood-feeding larvae. Many huhu gut phylotypes affiliated with insect symbionts or with bacteria present in acidic environments or associated with fungi. "
negative,"Evolutionary trends of digestion and absorption in the major insect orders. The spatial organization of digestion, which corresponds to the steps by which the ingested food is hydrolyzed in the different regions of the gut, was described in insects from the major insect orders. The pattern of digestion and absorption in the midgut shows a strong phylogenetic influence, modulated by adaptation to particular feeding habits. Based on this, basic digestive patterns were recognized and were proposed to represent the major ancestors from which the different orders evolved. The putative ancestors chosen to represent different points in the evolution from basal Neoptera to more derived orders were: Neoptera, Polyneoptera, Hemiptera, Hymenoptera-Panorpoidea (Diptera-Lepidoptera), Lepidoptera, and Cyclorrhapha. The basic plan of Neoptera was supposed to be alike that of Polyneoptera, which was hypothesized from studies performed in grasshoppers, crickets and from stick insects. For Holometabola, the basic plan was initially proposed from studies carried out in beetles, bees, nematocerous flies, common flies and also from moths. This review updates the physiological data supporting the putative midgut basic patterns by discussing available data on insects pertaining to different taxa and details the evolutionary trends of midgut function among the major insect orders. Furthermore, by using recent genomic and transcriptome data, this review discusses the few insects for which the spatial organization of midgut absorption is known. "
negative,"Genome-wide analysis of alternative reproductive phenotypes in honeybee workers. A defining feature of social insects is the reproductive division of labour, in which workers usually forego all reproduction to help their mother queen to reproduce. However, little is known about the molecular basis of this spectacular form of altruism. Here, we compared gene expression patterns between nonreproductive, altruistic workers and reproductive, non-altruistic workers in queenless honeybee colonies using a whole-genome microarray analysis. Our results demonstrate massive differences in gene expression patterns between these two sets of workers, with a total of 1292 genes being differentially expressed. In nonreproductive workers, genes associated with energy metabolism and respiration, flight and foraging behaviour, detection of visible light, flight and heart muscle contraction and synaptic transmission were overexpressed relative to reproductive workers. This implies they probably had a higher whole-body energy metabolism and activity rate and were most likely actively foraging, whereas same-aged reproductive workers were not. This pattern is predicted from evolutionary theory, given that reproductive workers should be less willing to compromise their reproductive futures by carrying out high-risk tasks such as foraging or other energetically expensive tasks. By contrast, reproductive workers mainly overexpressed oogenesis-related genes compared to nonreproductive ones. With respect to key switches for ovary activation, several genes involved in steroid biosynthesis were upregulated in reproductive workers, as well as genes known to respond to queen and brood pheromones, genes involved in TOR and insulin signalling pathways and genes located within quantitative trait loci associated with reproductive capacity in honeybees. Overall, our results provide unique insight into the molecular mechanisms underlying alternative reproductive phenotypes in honeybee workers. "
