category,text
negative,"Implication for DNA methylation involved in the host transfer of diamondback moth, Plutella xylostella (L.). DNA methylation exerts extensive impacts on gene expression of various living organisms exposed to environmental variation. However, little is known whether DNA methylation is involved in the host transfer of diamondback moth, Plutella xylostella (L.), a worldwide destructive pest of crucifers. In this study, we found that P. xylostella genome exhibited a relatively low level of DNA methylation on the basis of the CpG O / E prediction and experimental validation. A significant positive linear correlation was observed between the stage-specific expressions of PxDNMT1 and DNA methylation levels (5mC content). Particularly, high levels of DNA methylation and gene expression of PxDNMT1 were observed in eggs and mature females of P. xylostella. After host transfer of P. xylostella from Raphanus sativus to Arabidopsis thaliana, we identified some potential genomic loci that might have changed methylation levels. Using the method of fluorescence-labeled methylation-sensitive amplified polymorphism (F-MSAP), we also found the corresponding genes primarily involved in neural system and signaling. The expressions of six candidate genes were verified by qRT-PCR. One of the genes, Px009600, might be regulated by a DNA methylation-mediated mechanism in response to host transfer. Our study provides evidence for a functional system of DNA methylation in P. xylostella and its possible role in adaptation during host transfer. Further studies should examine methylation as responsive factors to different host plants and environmental cues in insect pests. "
positive,"Biochemical characterization of three midgut chitin deacetylases of the Lepidopteran insect Bombyx mori. Peritrophic membrane (PM) is a chitin and protein-containing extracellular matrix that lines the midgut in most insect species, functioning as a barrier to exogenous toxins and pathogens. Midgut chitin deacetylases (CDAs) are chitin-modifying enzymes known to alter the mechanical property and permeability of PM. However, biochemical properties and specific roles of these enzymes remain elusive. In this study, the midgut-expressed CDAs (BmCDA6, BmCDA7 and BmCDA8) from Bombyx mori were cloned, recombinantly expressed and purified and their enzymatic activities toward PM chitin were determined. Of the three enzymes, BmCDA7 exhibited the highest activity (0.284 μmol / min / μmol), while BmCDA8 showed lower activity of 0.061 μmol / min / μmol. BmCDA6 was inactive towards PM chitin. Gene expression patterns indicated that although all three CDA genes were specifically expressed in the anterior midgut, they differed in their temporal expression patterns. BmCDA6 was expressed almost exclusively at the mid-molt stage, the stage when the PM was thick and with multiple chitin layers. Unlike BmCDA6, high expression levels of BmCDA7 and BmCDA8 were observed only at the feeding stage, the stage when the PM is thin and with fewer chitin layers. The different gene expression patterns and biochemical characteristics provide new information about the functional specialization among BmCDA6, BmCDA7 and BmCDA8 proteins. "
positive,"The cys-loop ligand-gated ion channel gene superfamily of the parasitoid wasp, Nasonia vitripennis. Members of the cys-loop ligand-gated ion channel (cysLGIC) superfamily mediate chemical neurotransmission and are studied extensively as potential targets of drugs used to treat neurological disorders, such as Alzheimer's disease. Insect cys-loop LGICs also have central roles in the nervous system and are targets of highly successful insecticides. Here, we describe the cysLGIC superfamily of the parasitoid wasp, Nasonia vitripennis, which is emerging as a highly useful model organism and is deployed as a biological control of insect pests. The wasp superfamily consists of 26 genes, which is the largest insect cysLGIC superfamily characterized, whereas Drosophila melanogaster, Apis mellifera and Tribolium castaneum have 23, 21 and 24, respectively. As with Apis, Drosophila and Tribolium, Nasonia possesses ion channels predicted to be gated by acetylcholine, gamma-amino butyric acid, glutamate and histamine, as well as orthologues of the Drosophila pH-sensitive chloride channel (pHCl), CG8916 and CG12344. Similar to other insects, wasp cysLGIC diversity is broadened by alternative splicing and RNA A-to-I editing, which may also serve to generate species-specific receptor isoforms. These findings on N. vitripennis enhance our understanding of cysLGIC functional genomics and provide a useful basis for the study of their function in the wasp model, as well as for the development of improved insecticides that spare a major beneficial insect species. "
negative,"Comparative genomics of insect-symbiotic bacteria: influence of host environment on microbial genome composition. Commensal symbionts, thought to be intermediary amid obligate mutualists and facultative parasites, offer insight into forces driving the evolutionary transition into mutualism. Using macroarrays developed for a close relative, Escherichia coli, we utilized a heterologous array hybridization approach to infer the genomic compositions of a clade of bacteria that have recently established symbiotic associations: Sodalis glossinidius with the tsetse fly (Diptera, Glossina spp.) and Sitophilus oryzae primary endosymbiont (SOPE) with the rice weevil (Coleoptera, Sitophilus oryzae). Functional biologies within their hosts currently reflect different forms of symbiotic associations. Their hosts, members of distant insect taxa, occupy distinct ecological niches and have evolved to survive on restricted diets of blood for tsetse and cereal for the rice weevil. Comparison of genome contents between the two microbes indicates statistically significant differences in the retention of genes involved in carbon compound catabolism, energy metabolism, fatty acid metabolism, and transport. The greatest reductions have occurred in carbon catabolism, membrane proteins, and cell structure-related genes for Sodalis and in genes involved in cellular processes (i.e., adaptations towards cellular conditions) for SOPE. Modifications in metabolic pathways, in the form of functional losses complementing particularities in host physiology and ecology, may have occurred upon initial entry from a free-living to a symbiotic state. It is possible that these adaptations, streamlining genomes, act to make a free-living state no longer feasible for the harnessed microbe. "
negative,"Body lice and head lice (Anoplura: Pediculidae) have the smallest genomes of any hemimetabolous insect reported to date. The human body louse, Pediculus humanus humanus L. (Anoplura: Pediculidae), is a vector of several diseases, including louse-borne epidemic typhus, relapsing fever, and trench fever, whereas the head louse, Pediculus humanus capitis De Geer (Anoplura: Pediculidae), is more a pest of social concern. Sequencing of the body louse genome has recently been proposed and undertaken by National Human Genome Research Institute. One of the first steps in understanding an organism's genome is to determine its genome size. Here, using flow cytometry determinations, we present evidence that body louse genome size is 104.7 + / - 1.4 Mb for females and 108.3 + / - 1.1 Mb for males. Our results suggest that head lice also have a small genome size, of similar size to the body louse. Thus, Pediculus lice have one of the smallest genome sizes known in insects, suggesting it may be a suitable choice as a minimal hemimetabolous genome. "
positive,"Expression of a novel member of the odorant-binding protein gene family in Culex nigripalpus (Diptera: Culicidae). We previously showed that gene expression in the midgut of female Culex nigripalpus Theobald (Diptera: Culicidae) was altered after ingestion of a bloodmeal and some of the expressed cDNAs showed stage-, sex-, and tissue-specific expression. One of these expressed cDNAs, CN G11B, is here shown to be similar to members of a gene family that encodes odorant-binding proteins. CN G11B.1 is a cDNA fragment of 721 bp, is incomplete at the 5'-end, and contains a canonical polyadenylic acid tail signal sequence in the 103-bp 3'-untranslated region. Translation of CN G11B.1 provides a putative protein product of 207 amino acids. GenBank tblastx, VectorBase, and Pfam database searches showed identity to hypothetical proteins from Culex pipiens quinquefasciatus Say (86%) and Aedes aegypti (L.) (55%). These proteins have structural motifs similar to those found in the gene family that includes odorant-binding proteins. CN G11B.1 putative protein has two of the six cysteines that are highly conserved in most invertebrate odorant-binding proteins. CN G11B.1 expression increased in thoraces (6-12 h) and in abdomens (3-48 h) of blood fed female Cx. nigripalpus but was not detected in RNA from heads, indicating a possible role in both chemoreception and blood feeding. "
positive,"Molecular diversity of PBAN family peptides from fire ants. The PBAN / Pyrokinin peptide family is a major neuropeptide family characterized with a common FXPRLamide in the C-termini. These peptides are ubiquitously distributed in the Insecta and are involved in many essential endocrinal functions, e.g., pheromone production. Previous work demonstrated the localization of PBAN in the fire ant central nervous system, and identified a new family of PBAN from the red imported fire ant, Solenopsis invicta. In this study, we identified five more PBAN / Pyrokinin genes from S. geminata, S. richteri, S. pergandii, S. carolinensis, and a hybrid of S. invicta and S. richteri. The gene sequences were used to determine the phylogenetic relationships of these species and hybrid, which compared well to the morphologically defined fire ant subgroup complexes. The putative PBAN and other peptides were determined from the amino acid sequences of the PBAN / pyrokinin genes. We summarized all known insect PBAN family neuropeptides, and for the first time constructed a phylogenetic tree based on the full amino acid sequences translated from representative PBAN cDNAs. The PBAN / pyrokinin gene is well conserved in Insecta and probably extends into the Arthropod phylum; however, translated pre-propeptides may vary and functional diversity may be retained, lost, or modified during the evolutionary process. "
negative,"Transient expression of a promoter-reporter construct in differentiated adult salivary glands and embryos of the mosquito Aedes aegypti. Vector-borne pathogens develop in close association with specific tissues in their insect hosts. Efforts are being made to characterize insect genes that are expressed in tissues that have important roles in pathogen propagation. Successful transfection and expression of exogenous genes in terminally differentiated tissues of insects has previously proven difficult. Here we report a method that should allow the analysis of genes that are expressed in adult tissues and organs. Transient expression assays have been developed using the salivary glands of the mosquito, Aedes aegypti, which can now be used to analyze salivary gland-specific promoter sequences. A liposome-based transfection reagent was used to transfect cultured adult salivary glands with a DNA construct carrying the luciferase reporter gene under the control of the Drosophila melanogaster heat shock 70 promoter. Luciferase activity was detected in glands 18-20 hr post-transfection. This assay can now be used to determine the regulatory activity of other putative promoter sequences from salivary gland-specific genes. Alternatively, the assay may be used to study the effect of recombinant gene expression on parasite invasion and development. In addition, transient expression of gene constructs in embryos is shown to be a powerful tool for analyzing genes that are expressed at this stage of the mosquito life cycle. "
positive,"Rh6 gene modulates the visual mechanism of host utilization in fruit fly Bactrocera minax. BACKGROUND: Vision plays a critical role in host location and oviposition behavior for herbivorous insects. However, the molecular mechanisms underlying visual regulation in host recognition and oviposition site selection in insects remains unknown. The aim of this study was to explore the key visual genes that are linked to the host plant location of the fruit fly, Bactrocera minax. RESULTS: Using a host specialist fruit fly, B. minax, which lays eggs only into immature green citrus fruit, we undertook behavioral, transcriptomic, and RNAi research to identify the molecular basis for host fruit color recognition. In laboratory and field assays we found that adults prefer green over other colors, and this preference is significantly increased in sexually mature over immature flies. Furthermore, we identified that the Rh6 gene, responsible for green spectral sensitivity, has elevated expression in mature flies over immature flies. RNAi suppression of Rh6 eliminated the preference for green, resulting in a significant decrease in the number of eggs laid by B. minax in green unripe citrus. CONCLUSION: These results show that the Rh6 gene modulates the visual mechanism of host utilization in B. minax, providing a genetic basis for visual host location in a non-model insect herbivore. © 2018 Society of Chemical Industry. "
negative,"Many roads to resistance: how invertebrates adapt to Bt toxins. The Cry family of Bacillus thuringiensis insecticidal and nematicidal proteins constitutes a valuable source of environmentally benign compounds for the control of insect pests and disease agents. An understanding of Cry toxin resistance at a molecular level will be critical to the long-term utility of this technology; it may also shed light on basic mechanisms used by other bacterial toxins that target specific organisms or cell types. Selection and cross-resistance studies have confirmed that genetic adaptation can elicit varying patterns of Cry toxin resistance, which has been associated with deficient protoxin activation by host proteases, and defective Cry toxin-binding cell surface molecules, such as cadherins, aminopeptidases and glycolipids. Recent work also suggests Cry toxin resistance may be induced in invertebrates as an active immune response. The use of model invertebrates, such as Caenorhabditis elegans and Drosophila melanogaster, as well as advances in insect genomics, are likely to accelerate efforts to clone Cry toxin resistance genes and come to a detailed and broad understanding of Cry toxin resistance. "
negative,"Genome-wide microarray screening for Bombyx mori genes related to transmitting the determination outcome of whether to produce diapause or nondiapause eggs. The bivoltine silkworm Bombyx mori (Lepidoptera: Bombycidae) exhibits a maternally controlled embryonic diapause. Maternal silkworms decide whether to lay diapause or nondiapause eggs depending on environmental factors such as the temperature and photoperiod during the egg and larval stages, and then induce diapause eggs during the pupal stage. However, little is known about the molecular mechanism that conveys the outcome of whether to produce diapause or nondiapause eggs from the egg or larval stages to the pupal stage. This study used microarray analysis to investigate differentially expressed genes in the larval brains of diapause- and nondiapause-egg producers, to which bivoltine silkworms were destined by thermal or photic stimulation during the egg stage. The cytochrome P450 18a1 and Krüppel homolog 1 genes were upregulated in producers of diapause eggs compared with those of nondiapause eggs under both experimental conditions. Cytochrome P450 18a1 encodes a key enzyme for steroid hormone inactivation and Krüppel homolog 1 is an early juvenile hormone-inducible gene that mediates the repression of metamorphosis. The upregulation of these genes during the larval stage might be involved in the signaling pathway that transmits information about the diapause program from the egg stage to the pupal stage in the silkworm. "
positive,"Identification and functional characterisation of a novel N-cyanoamidine neonicotinoid metabolising cytochrome P450, CYP9Q6, from the buff-tailed bumblebee Bombus terrestris. Recent work has shown that two bumblebee (Bombus terrestris) cytochrome P450s of the CYP9Q subfamily, CYP9Q4 and CYP9Q5, are important biochemical determinants of sensitivity to neonicotinoid insecticides. Here, we report the characterisation of a third P450 gene CYP9Q6, previously mis-annotated in the genome of B. terrestris, encoding an enzyme that metabolises the N-cyanoamidine neonicotinoids thiacloprid and acetamiprid with high efficiency. The genomic location and complete ORF of CYP9Q6 was corroborated by PCR and its metabolic activity characterised in vitro by expression in an insect cell line. CYP9Q6 metabolises both thiacloprid and acetamiprid more rapidly than the previously reported CYP9Q4 and CYP9Q5. We further demonstrate a direct, in vivo correlation between the expression of the CYP9Q6 enzyme in transgenic Drosophila melanogaster and an increased tolerance to thiacloprid and acetamiprid. We conclude that CYP9Q6 is an efficient metaboliser of N-cyanoamidine neonicotinoids and likely plays a key role in the high tolerance of B. terrestris to these insecticides. "
negative,"Butterfly genomics eclosing. Technological and conceptual advances of the last decade have led to an explosion of genomic data and the emergence of new research avenues. Evolutionary and ecological functional genomics, with its focus on the genes that affect ecological success and adaptation in natural populations, benefits immensely from a phylogenetically widespread sampling of biological patterns and processes. Among those organisms outside established model systems, butterflies offer exceptional opportunities for multidisciplinary research on the processes generating and maintaining variation in ecologically relevant traits. Here we highlight research on wing color pattern variation in two groups of Nymphalid butterflies, the African species Bicyclus anynana (subfamily Satyrinae) and species of the South American genus Heliconius (subfamily Heliconiinae), which are emerging as important systems for studying the nature and origins of functional diversity. Growing genomic resources including genomic and cDNA libraries, dense genetic maps, high-density gene arrays, and genetic transformation techniques are extending current gene mapping and expression profiling analysis and enabling the next generation of research questions linking genes, development, form, and fitness. Efforts to develop such resources in Bicyclus and Heliconius underscore the general challenges facing the larger research community and highlight the need for a community-wide effort to extend ongoing functional genomic research on butterflies. "
negative,"Mitochondrial genome of Diaphania indica(saunders) (Lepidoptera: Pyraloidea) and implications for its phylogeny. The cucumber moth, Diaphania indica (Saunders) (Lepipdoptera: Pyralidae) is an economically important insect pest of cucurbits and is widely distributed in tropical and sub-tropical regions. Herein, we obtained entire mitochondrial genome (mitogenome) sequence of D. indica using polymerase chain reaction amplification and sequencing method. The complete mitogenome of D. indica is 15,367bp long, including 13 protein coding genes (PCGs), 22 transfer RNA genes (tRNAs), two ribosomal RNA genes (rRNAs) and an A+T rich element. Both the AT skew and GC skew are slightly negative in the newly sequenced mitogenome. All of the 12 PCGs initiate with canonical start codon (ATN), except for coxI that initiate with CGA. The A+T rich element of D. indica is 467bp long and contains many features common to Pyraloidea insects. In addition, we reconstructed phylogenetic relationships among the eight superfamiles of lepidopterans by employing Neighbor joining (NJ) and Maximum likelihood (ML) methods, and both yielded identical topologies. The phylogeny results supported the monophyly of lepidopteran superfamilies. Furthermore, phylogenetic tree showed that D. indica belongs to the Pyraloidea superfamily. "
negative,"A picorna-like virus from the red imported fire ant, Solenopsis invicta: initial discovery, genome sequence, and characterization. We report the first discovery and genome sequence of a virus infecting the red imported fire ant, Solenopsis invicta. The 8026 nucleotide, polyadenylated, RNA genome encoded two large open reading frames (ORF1 and ORF2), flanked and separated by 27, 223, and 171 nucleotide untranslated regions, respectively. The predicted amino acid sequence of the 5' proximal ORF1 (nucleotides 28 to 4218) exhibited significant identity and possessed consensus sequences characteristic of the helicase, cysteine protease, and RNA-dependent RNA polymerase sequence motifs from picornaviruses, picorna-like viruses, comoviruses, caliciviruses, and sequiviruses. The predicted amino acid sequence of the 3' proximal ORF2 (nucleotides 4390-7803) showed similarity to structural proteins in picorna-like viruses, especially the acute bee paralysis virus. Electron microscopic examination of negatively stained samples from virus-infected fire ants revealed isometric particles with a diameter of 31 nm, consistent with Picornaviridae. A survey for the fire ant virus from areas around Florida revealed a pattern of fairly widespread distribution. Among 168 nests surveyed, 22.9% were infected. The virus was found to infect all fire ant caste members and developmental stages, including eggs, early (1st-2nd) and late (3rd-4th) instars, worker pupae, workers, sexual pupae, alates ( male symbol and female symbol ), and queens. The virus, tentatively named S. invicta virus (SINV-1), appears to belong to the picorna-like viruses. We did not observe any perceptible symptoms among infected nests in the field. However, in every case where an SINV-1-infected colony was excavated from the field with an inseminated queen and held in the laboratory, all of the brood in these colonies died within 3 months. "
negative,"The GH / IGF-I axis and longevity. Several converging lines of evidence obtained over the last years in a wide variety of experimental model organisms suggest that the ageing process is regulated by genes that encode proteins from the somatotroph axis: longevity genes like daf-2, which were identified using mutant Caenorhabditis elegans strains, turned out to be orthologues of the mammalian genes encoding insulin-like signalling cascade proteins. Transgenic flies with mutations in the corresponding insect genes showed a similar pattern of increased lifespan. Finally, mice with spontaneous mutations leading to pituitary hormone deficiency significantly outlived controls. While these and other genetic models suggest that the downregulation of the somatotroph axis can slow the ageing process, other results from studies using pharmacological administration of growth hormone suggest that such stimulating treatment can restore some of the phenotypic traits associated with youth. To better understand the role of the insulin-like receptors in mammalian lifespan regulation and ageing, we explored the phenotype of heterozygous IGF-I receptor (IGF1R) knockout mice. Compared with control littermates these mutants live longer without any obvious impairment of their health and physiology, except a reduced glucose tolerance that we observed in males. These IGF1R(+ / -) mutants were also more resistant to oxidative stress in vivo, and we identified a possible molecular pathway linking underphosphorylation of IGF-I receptors to the lack of activation of p66Shc, a protein capable of increasing resistance to oxidative stress through regulation of a set of downstream genes. These and other results suggest that in mammals too, lifespan can be increased by continuous, long-term downregulation of IGF signalling. Since growth hormone administration normally stimulates IGF production in tissues, the question arises whether the beneficial effects of GH, as reported by others, could be IGF independent. This hypothesis can be addressed, for example, by adequately combining existing transgenic mouse models. "
positive,"Isolation of diapause-regulated genes from the flesh fly, Sarcophaga crassipalpis by suppressive subtractive hybridization. Subtractive suppressive hybridization (SSH) was used to characterize the diapause transcriptome of the flesh fly Sarcophaga crassipalpis. Through these efforts, we isolated 97 unique clones which were used as probes in northern hybridization to assess their expression during diapause. Of these, 17 were confirmed to be diapause upregulated and 1 was diapause downregulated, while 12 were shown to be unaffected by diapause in this species. The diapause upregulated genes fall into several broad categories including heat shock proteins, heavy metal responsive genes, neuropeptides, structural genes, regulatory elements, and several genes of unknown function. In combination with other large-scale analyses of gene expression during diapause, this study assists in the characterization of the S. crassipalpis diapause transcriptome, and begins to identify common elements involved in diapause across diverse taxa. "
negative,"Identification of two arginases generated by alternative splicing in the silkworm, Bombyx mori. Arginase (EC 3.5.3.1) catalyzes the hydrolysis of arginine to ornithine and urea. Here, we have cloned two arginase cDNAs from the silkworm, Bombyx mori. The analysis of exon / intron structures showed that the two mRNAs named bmarg-r and bmarg-f were generated from a single gene by alternative usage of exons. The bmarg-r and bmarg-f were predicted to encode almost the same amino acid sequences, except that the latter had additional ten N-terminal residues. Recombinant bmARG-r and bmARG-f in Escherichia coli cell lysates were roughly similar to each other in enzymatic characteristics, which did not show large difference from those of arginases assayed by using tissue extracts. Differential RT-PCR experiments and tissue distribution analyses of arginase activity indicated that the bmarg-r gene is expressed in the male reproductive organs, especially in the glandula lacteola and vesicular seminalis, from which it is secreted to the seminal fluid and transferred to the female during copulation, whereas the bmarg-f gene is expressed in the larval and adult nonreproductive organs including the fat body and muscle, where the produced arginase proteins are considered to stay in the cells. Thus, the two silkworm arginase isoforms may have a difference in whether or not the product is excreted out of the cells in which it is synthesized. "
negative,"Extraordinary number of gene rearrangements in the mitochondrial genomes of lice (Phthiraptera: Insecta). The arrangement of genes in the mitochondrial (mt) genomes of most insects is the same, or near-identical, to that inferred to be ancestral for insects. We sequenced the entire mt genome of the small pigeon louse, Campanulotes bidentatus compar, and part of the mt genomes of nine other species of lice. These species were from six families and the three main suborders of the order Phthiraptera. There was no variation in gene arrangement among species within a family but there was much variation in gene arrangement among the three suborders of lice. There has been an extraordinary number of gene rearrangements in the mitochondrial genomes of lice! "
